model_name	dataset_name	--seed	set_type	acc
birnn	SST-2	521	dev	0.8577981651376146
birnn	SST-2	522	dev	0.8520642201834863
birnn	SST-2	522	dev	0.8520642201834863
birnn	SST-2	523	dev	0.8681192660550459
birnn	SST-2	523	dev	0.8681192660550459
birnn	SST-2	524	dev	0.8520642201834863
birnn	SST-2	524	dev	0.8520642201834863
birnn	SST-2	525	dev	0.8589449541284404
birnn	SST-2	525	dev	0.8589449541284404
birnn	SST-2	526	dev	0.8692660550458715
birnn	SST-2	526	dev	0.8692660550458715
birnn	SST-2	527	dev	0.8577981651376146
birnn	SST-2	527	dev	0.8577981651376146
birnn	SST-2	528	dev	0.8589449541284404
birnn	SST-2	528	dev	0.8589449541284404
birnn	SST-2	529	dev	0.856651376146789
birnn	SST-2	529	dev	0.856651376146789
birnn	SST-2	530	dev	0.8600917431192661
birnn	SST-2	530	dev	0.8600917431192661
birnn	SST-2	531	dev	0.8600917431192661
birnn	SST-2	531	dev	0.8600917431192661
birnn	SST-2	532	dev	0.8681192660550459
birnn	SST-2	532	dev	0.8681192660550459
birnn	SST-2	533	dev	0.8543577981651376
birnn	SST-2	533	dev	0.8543577981651376
birnn	SST-2	534	dev	0.8612385321100917
birnn	SST-2	534	dev	0.8612385321100917
birnn	SST-2	535	dev	0.8623853211009175
birnn	SST-2	535	dev	0.8623853211009175
birnn	SST-2	536	dev	0.8577981651376146
birnn	SST-2	536	dev	0.8577981651376146
birnn	SST-2	537	dev	0.8612385321100917
birnn	SST-2	537	dev	0.8612385321100917
birnn	SST-2	538	dev	0.8543577981651376
birnn	SST-2	538	dev	0.8543577981651376
birnn	SST-2	539	dev	0.8669724770642202
birnn	SST-2	539	dev	0.8669724770642202
birnn	SST-2	540	dev	0.8681192660550459
birnn	SST-2	540	dev	0.8681192660550459
birnn	SST-2	541	dev	0.8681192660550459
birnn	SST-2	541	dev	0.8681192660550459
birnn	SST-2	542	dev	0.8658256880733946
birnn	SST-2	542	dev	0.8658256880733946
birnn	SST-2	543	dev	0.8612385321100917
birnn	SST-2	543	dev	0.8612385321100917
birnn	SST-2	544	dev	0.8612385321100917
birnn	SST-2	544	dev	0.8612385321100917
birnn	SST-2	545	dev	0.8635321100917431
birnn	SST-2	545	dev	0.8635321100917431
birnn	SST-2	546	dev	0.8623853211009175
birnn	SST-2	546	dev	0.8623853211009175
birnn	SST-2	547	dev	0.8704128440366973
birnn	SST-2	547	dev	0.8704128440366973
birnn	SST-2	548	dev	0.8543577981651376
birnn	SST-2	548	dev	0.8543577981651376
birnn	SST-2	549	dev	0.8635321100917431
birnn	SST-2	549	dev	0.8635321100917431
birnn	SST-2	550	dev	0.8635321100917431
birnn	SST-2	550	dev	0.8635321100917431
birnn	SST-2	551	dev	0.8589449541284404
birnn	SST-2	551	dev	0.8589449541284404
birnn	SST-2	552	dev	0.8623853211009175
birnn	SST-2	552	dev	0.8623853211009175
birnn	SST-2	553	dev	0.8692660550458715
birnn	SST-2	553	dev	0.8692660550458715
birnn	SST-2	554	dev	0.8704128440366973
birnn	SST-2	554	dev	0.8704128440366973
birnn	SST-2	555	dev	0.8669724770642202
birnn	SST-2	555	dev	0.8669724770642202
birnn	SST-2	556	dev	0.8497706422018348
birnn	SST-2	556	dev	0.8497706422018348
birnn	SST-2	557	dev	0.8635321100917431
birnn	SST-2	557	dev	0.8635321100917431
birnn	SST-2	600	dev	0.8623853211009175
birnn	SST-2	601	dev	0.8612385321100917
birnn	SST-2	602	dev	0.8635321100917431
birnn	SST-2	603	dev	0.8600917431192661
birnn	SST-2	604	dev	0.8635321100917431
birnn	SST-2	605	dev	0.8658256880733946
birnn	SST-2	606	dev	0.8612385321100917
birnn	SST-2	607	dev	0.8715596330275229
birnn	SST-2	608	dev	0.8704128440366973
birnn	SST-2	609	dev	0.8589449541284404
birnn	SST-2	610	dev	0.8669724770642202
birnn	SST-2	611	dev	0.8635321100917431
birnn	SST-2	612	dev	0.8623853211009175
birnn	SST-2	613	dev	0.8646788990825688
birnn	SST-2	614	dev	0.8658256880733946
birnn	SST-2	615	dev	0.8577981651376146
birnn	SST-2	616	dev	0.8635321100917431
birnn	SST-2	617	dev	0.8658256880733946
birnn	SST-2	618	dev	0.8623853211009175
birnn	SST-2	619	dev	0.8577981651376146
birnn	SST-2	620	dev	0.8669724770642202
birnn	SST-2	621	dev	0.8715596330275229
birnn	SST-2	622	dev	0.8577981651376146
birnn	SST-2	623	dev	0.8635321100917431
birnn	SST-2	624	dev	0.8658256880733946
birnn	SST-2	625	dev	0.8692660550458715
birnn	SST-2	626	dev	0.8658256880733946
birnn	SST-2	627	dev	0.8635321100917431
birnn	SST-2	628	dev	0.8692660550458715
birnn	SST-2	629	dev	0.8600917431192661
birnn	SST-2	630	dev	0.8658256880733946
birnn	SST-2	631	dev	0.8681192660550459
birnn	SST-2	632	dev	0.856651376146789
birnn	SST-2	633	dev	0.8658256880733946
birnn	SST-2	634	dev	0.8658256880733946
birnn	SST-2	635	dev	0.8635321100917431
birnn	SST-2	636	dev	0.8692660550458715
birnn	SST-2	637	dev	0.8658256880733946
birnn	SST-2	638	dev	0.8635321100917431
birnn	SST-2	639	dev	0.8623853211009175
birnn	SST-2	640	dev	0.8555045871559633
birnn	SST-2	641	dev	0.8692660550458715
birnn	SST-2	642	dev	0.8646788990825688
birnn	SST-2	643	dev	0.8669724770642202
birnn	SST-2	644	dev	0.8658256880733946
birnn	SST-2	645	dev	0.8646788990825688
birnn	SST-2	646	dev	0.8658256880733946
birnn	SST-2	647	dev	0.8612385321100917
birnn	SST-2	648	dev	0.8646788990825688
birnn	SST-2	649	dev	0.8589449541284404
birnn	SST-2	650	dev	0.8658256880733946
birnn	SST-2	651	dev	0.8681192660550459
birnn	SST-2	652	dev	0.8623853211009175
birnn	SST-2	653	dev	0.856651376146789
birnn	SST-2	654	dev	0.8635321100917431
birnn	SST-2	655	dev	0.8635321100917431
birnn	SST-2	656	dev	0.8600917431192661
birnn	SST-2	657	dev	0.8692660550458715
birnn	SST-2	658	dev	0.8646788990825688
birnn	SST-2	659	dev	0.8555045871559633
birnn	SST-2	660	dev	0.8635321100917431
birnn	SST-2	661	dev	0.8658256880733946
birnn	SST-2	662	dev	0.8600917431192661
birnn	SST-2	663	dev	0.8646788990825688
birnn	SST-2	664	dev	0.856651376146789
birnn	SST-2	665	dev	0.8577981651376146
birnn	SST-2	666	dev	0.8658256880733946
birnn	SST-2	667	dev	0.8635321100917431
birnn	SST-2	668	dev	0.8600917431192661
birnn	SST-2	669	dev	0.8635321100917431
birnn	SST-2	670	dev	0.8589449541284404
birnn	SST-2	671	dev	0.8692660550458715
birnn	SST-2	672	dev	0.8681192660550459
birnn	SST-2	673	dev	0.8589449541284404
birnn	SST-2	674	dev	0.8623853211009175
birnn	SST-2	675	dev	0.8623853211009175
birnn	SST-2	676	dev	0.8612385321100917
birnn	SST-2	677	dev	0.8612385321100917
birnn	SST-2	678	dev	0.8658256880733946
birnn	SST-2	679	dev	0.8623853211009175
birnn	SST-2	680	dev	0.8612385321100917
birnn	SST-2	681	dev	0.8623853211009175
birnn	SST-2	682	dev	0.8646788990825688
birnn	SST-2	683	dev	0.8681192660550459
birnn	SST-2	684	dev	0.8704128440366973
birnn	SST-2	700	dev	0.8600917431192661
birnn	SST-2	701	dev	0.8646788990825688
birnn	SST-2	702	dev	0.8727064220183486
birnn	SST-2	703	dev	0.8589449541284404
birnn	SST-2	704	dev	0.8577981651376146
birnn	SST-2	705	dev	0.8681192660550459
birnn	SST-2	706	dev	0.8589449541284404
birnn	SST-2	707	dev	0.8658256880733946
birnn	SST-2	708	dev	0.8646788990825688
birnn	SST-2	709	dev	0.8577981651376146
birnn	SST-2	710	dev	0.8669724770642202
birnn	SST-2	711	dev	0.8635321100917431
birnn	SST-2	712	dev	0.8658256880733946
birnn	SST-2	713	dev	0.8669724770642202
birnn	SST-2	714	dev	0.8600917431192661
birnn	SST-2	715	dev	0.8577981651376146
birnn	SST-2	716	dev	0.8635321100917431
birnn	SST-2	717	dev	0.8612385321100917
birnn	SST-2	718	dev	0.8623853211009175
birnn	SST-2	719	dev	0.8692660550458715
birnn	SST-2	720	dev	0.8761467889908257
birnn	SST-2	721	dev	0.8623853211009175
birnn	SST-2	722	dev	0.856651376146789
birnn	SST-2	723	dev	0.8600917431192661
birnn	SST-2	724	dev	0.8612385321100917
birnn	SST-2	725	dev	0.8623853211009175
birnn	SST-2	726	dev	0.8635321100917431
birnn	SST-2	727	dev	0.8589449541284404
birnn	SST-2	728	dev	0.8600917431192661
birnn	SST-2	729	dev	0.8577981651376146
birnn	SST-2	730	dev	0.8600917431192661
birnn	SST-2	731	dev	0.8577981651376146
birnn	SST-2	732	dev	0.8658256880733946
birnn	SST-2	733	dev	0.8623853211009175
birnn	SST-2	734	dev	0.8635321100917431
birnn	SST-2	735	dev	0.8658256880733946
birnn	SST-2	736	dev	0.8612385321100917
birnn	SST-2	737	dev	0.8658256880733946
birnn	SST-2	738	dev	0.8658256880733946
birnn	SST-2	739	dev	0.8555045871559633
birnn	SST-2	740	dev	0.8658256880733946
birnn	SST-2	741	dev	0.8623853211009175
birnn	SST-2	742	dev	0.8612385321100917
birnn	SST-2	743	dev	0.856651376146789
birnn	SST-2	744	dev	0.8658256880733946
birnn	SST-2	745	dev	0.8577981651376146
birnn	SST-2	746	dev	0.856651376146789
birnn	SST-2	747	dev	0.8681192660550459
birnn	SST-2	748	dev	0.8658256880733946
birnn	SST-2	749	dev	0.8646788990825688
birnn	SST-2	750	dev	0.8600917431192661
birnn	SST-2	751	dev	0.8669724770642202
birnn	SST-2	752	dev	0.8623853211009175
birnn	SST-2	753	dev	0.8635321100917431
birnn	SST-2	754	dev	0.856651376146789
birnn	SST-2	755	dev	0.8577981651376146
birnn	SST-2	756	dev	0.8635321100917431
birnn	SST-2	757	dev	0.8635321100917431
birnn	SST-2	758	dev	0.8589449541284404
birnn	SST-2	759	dev	0.8704128440366973
birnn	SST-2	760	dev	0.8543577981651376
birnn	SST-2	761	dev	0.8658256880733946
birnn	SST-2	762	dev	0.8704128440366973
birnn	SST-2	763	dev	0.8612385321100917
birnn	SST-2	764	dev	0.8646788990825688
birnn	SST-2	765	dev	0.8635321100917431
birnn	SST-2	766	dev	0.8635321100917431
birnn	SST-2	767	dev	0.8646788990825688
birnn	SST-2	768	dev	0.8692660550458715
birnn	SST-2	769	dev	0.8646788990825688
birnn	SST-2	770	dev	0.8623853211009175
birnn	SST-2	771	dev	0.8589449541284404
birnn	SST-2	772	dev	0.8704128440366973
birnn	SST-2	773	dev	0.8692660550458715
birnn	SST-2	774	dev	0.8623853211009175
birnn	SST-2	775	dev	0.8623853211009175
birnn	SST-2	776	dev	0.8646788990825688
birnn	SST-2	777	dev	0.8623853211009175
birnn	SST-2	778	dev	0.8681192660550459
birnn	SST-2	779	dev	0.8715596330275229
birnn	SST-2	780	dev	0.8681192660550459
birnn	SST-2	781	dev	0.8681192660550459
birnn	SST-2	782	dev	0.8612385321100917
birnn	SST-2	783	dev	0.8577981651376146
birnn	SST-2	800	dev	0.8681192660550459
birnn	SST-2	801	dev	0.8646788990825688
birnn	SST-2	802	dev	0.8646788990825688
birnn	SST-2	803	dev	0.8589449541284404
birnn	SST-2	804	dev	0.8623853211009175
birnn	SST-2	805	dev	0.8612385321100917
birnn	SST-2	806	dev	0.8635321100917431
birnn	SST-2	807	dev	0.8555045871559633
birnn	SST-2	808	dev	0.8646788990825688
birnn	SST-2	809	dev	0.8635321100917431
birnn	SST-2	810	dev	0.8532110091743119
birnn	SST-2	811	dev	0.8692660550458715
birnn	SST-2	812	dev	0.8761467889908257
birnn	SST-2	813	dev	0.8635321100917431
birnn	SST-2	814	dev	0.8681192660550459
birnn	SST-2	815	dev	0.8715596330275229
birnn	SST-2	816	dev	0.8623853211009175
birnn	SST-2	817	dev	0.8612385321100917
birnn	SST-2	818	dev	0.8635321100917431
birnn	SST-2	819	dev	0.8623853211009175
birnn	SST-2	820	dev	0.8612385321100917
birnn	SST-2	821	dev	0.8646788990825688
birnn	SST-2	822	dev	0.8612385321100917
birnn	SST-2	823	dev	0.8646788990825688
birnn	SST-2	824	dev	0.8692660550458715
birnn	SST-2	825	dev	0.8635321100917431
birnn	SST-2	826	dev	0.8589449541284404
birnn	SST-2	827	dev	0.8577981651376146
birnn	SST-2	828	dev	0.8600917431192661
birnn	SST-2	829	dev	0.8589449541284404
birnn	SST-2	830	dev	0.8635321100917431
birnn	SST-2	831	dev	0.8623853211009175
birnn	SST-2	832	dev	0.8577981651376146
birnn	SST-2	833	dev	0.8635321100917431
birnn	SST-2	834	dev	0.8646788990825688
birnn	SST-2	835	dev	0.8612385321100917
birnn	SST-2	836	dev	0.8646788990825688
birnn	SST-2	837	dev	0.8658256880733946
birnn	SST-2	838	dev	0.8612385321100917
birnn	SST-2	839	dev	0.8635321100917431
birnn	SST-2	840	dev	0.8600917431192661
birnn	SST-2	841	dev	0.856651376146789
birnn	SST-2	842	dev	0.8646788990825688
birnn	SST-2	843	dev	0.8612385321100917
birnn	SST-2	844	dev	0.8577981651376146
birnn	SST-2	845	dev	0.8635321100917431
birnn	SST-2	846	dev	0.8669724770642202
birnn	SST-2	847	dev	0.8646788990825688
birnn	SST-2	848	dev	0.8589449541284404
birnn	SST-2	849	dev	0.8555045871559633
birnn	SST-2	850	dev	0.8555045871559633
birnn	SST-2	851	dev	0.8589449541284404
birnn	SST-2	852	dev	0.8658256880733946
birnn	SST-2	853	dev	0.8646788990825688
birnn	SST-2	854	dev	0.8692660550458715
birnn	SST-2	855	dev	0.8623853211009175
birnn	SST-2	856	dev	0.8646788990825688
birnn	SST-2	857	dev	0.856651376146789
birnn	SST-2	858	dev	0.8658256880733946
birnn	SST-2	859	dev	0.8646788990825688
birnn	SST-2	860	dev	0.8577981651376146
birnn	SST-2	861	dev	0.8623853211009175
birnn	SST-2	862	dev	0.8612385321100917
birnn	SST-2	863	dev	0.8692660550458715
birnn	SST-2	864	dev	0.8727064220183486
birnn	SST-2	865	dev	0.856651376146789
birnn	SST-2	866	dev	0.8589449541284404
birnn	SST-2	867	dev	0.8646788990825688
birnn	SST-2	868	dev	0.8635321100917431
birnn	SST-2	869	dev	0.8692660550458715
birnn	SST-2	870	dev	0.8727064220183486
birnn	SST-2	871	dev	0.8635321100917431
birnn	SST-2	872	dev	0.8658256880733946
birnn	SST-2	873	dev	0.8600917431192661
birnn	SST-2	874	dev	0.8589449541284404
birnn	SST-2	875	dev	0.8635321100917431
birnn	SST-2	876	dev	0.8623853211009175
birnn	SST-2	877	dev	0.8669724770642202
birnn	SST-2	878	dev	0.8635321100917431
birnn	SST-2	879	dev	0.8509174311926605
birnn	SST-2	880	dev	0.8658256880733946
birnn	SST-2	881	dev	0.8543577981651376
birnn	SST-2	882	dev	0.8600917431192661
birnn	SST-2	883	dev	0.8612385321100917
birnn	SST-2	884	dev	0.8658256880733946
birnn	SST-2	900	dev	0.856651376146789
birnn	SST-2	901	dev	0.8635321100917431
birnn	SST-2	902	dev	0.8646788990825688
birnn	SST-2	903	dev	0.8623853211009175
birnn	SST-2	904	dev	0.8646788990825688
birnn	SST-2	905	dev	0.8715596330275229
birnn	SST-2	906	dev	0.8577981651376146
birnn	SST-2	907	dev	0.8623853211009175
birnn	SST-2	908	dev	0.8669724770642202
birnn	SST-2	909	dev	0.8738532110091743
birnn	SST-2	910	dev	0.8635321100917431
birnn	SST-2	911	dev	0.8589449541284404
birnn	SST-2	912	dev	0.8623853211009175
birnn	SST-2	913	dev	0.8646788990825688
birnn	SST-2	914	dev	0.8623853211009175
birnn	SST-2	915	dev	0.8658256880733946
birnn	SST-2	916	dev	0.8658256880733946
birnn	SST-2	917	dev	0.8646788990825688
birnn	SST-2	918	dev	0.8658256880733946
birnn	SST-2	919	dev	0.856651376146789
birnn	SST-2	920	dev	0.8612385321100917
birnn	SST-2	921	dev	0.8623853211009175
birnn	SST-2	922	dev	0.8658256880733946
birnn	SST-2	923	dev	0.8589449541284404
birnn	SST-2	924	dev	0.8635321100917431
birnn	SST-2	925	dev	0.8669724770642202
birnn	SST-2	926	dev	0.8658256880733946
birnn	SST-2	927	dev	0.8669724770642202
birnn	SST-2	928	dev	0.8612385321100917
birnn	SST-2	929	dev	0.8704128440366973
birnn	SST-2	930	dev	0.8577981651376146
birnn	SST-2	931	dev	0.8681192660550459
birnn	SST-2	932	dev	0.8623853211009175
birnn	SST-2	933	dev	0.8577981651376146
birnn	SST-2	934	dev	0.8612385321100917
birnn	SST-2	935	dev	0.8635321100917431
birnn	SST-2	936	dev	0.8646788990825688
birnn	SST-2	937	dev	0.8612385321100917
birnn	SST-2	938	dev	0.8646788990825688
birnn	SST-2	939	dev	0.8658256880733946
birnn	SST-2	940	dev	0.8612385321100917
birnn	SST-2	941	dev	0.8589449541284404
birnn	SST-2	942	dev	0.8623853211009175
birnn	SST-2	943	dev	0.8532110091743119
birnn	SST-2	944	dev	0.8681192660550459
birnn	SST-2	945	dev	0.8600917431192661
birnn	SST-2	946	dev	0.8715596330275229
birnn	SST-2	947	dev	0.8669724770642202
birnn	SST-2	948	dev	0.8589449541284404
birnn	SST-2	949	dev	0.8658256880733946
birnn	SST-2	950	dev	0.8635321100917431
birnn	SST-2	951	dev	0.8646788990825688
birnn	SST-2	952	dev	0.8635321100917431
birnn	SST-2	953	dev	0.8612385321100917
birnn	SST-2	954	dev	0.8635321100917431
birnn	SST-2	955	dev	0.8646788990825688
birnn	SST-2	956	dev	0.8555045871559633
birnn	SST-2	957	dev	0.8520642201834863
birnn	SST-2	958	dev	0.8692660550458715
birnn	SST-2	959	dev	0.8612385321100917
birnn	SST-2	960	dev	0.8623853211009175
birnn	SST-2	961	dev	0.8658256880733946
birnn	SST-2	962	dev	0.8577981651376146
birnn	SST-2	963	dev	0.8612385321100917
birnn	SST-2	964	dev	0.8623853211009175
birnn	SST-2	965	dev	0.8577981651376146
birnn	SST-2	966	dev	0.8646788990825688
birnn	SST-2	967	dev	0.8658256880733946
birnn	SST-2	968	dev	0.856651376146789
birnn	SST-2	969	dev	0.8646788990825688
birnn	SST-2	970	dev	0.8646788990825688
birnn	SST-2	971	dev	0.8589449541284404
birnn	SST-2	972	dev	0.8589449541284404
birnn	SST-2	973	dev	0.8692660550458715
birnn	SST-2	974	dev	0.856651376146789
birnn	SST-2	975	dev	0.8727064220183486
birnn	SST-2	976	dev	0.8681192660550459
birnn	SST-2	977	dev	0.8669724770642202
birnn	SST-2	978	dev	0.856651376146789
birnn	SST-2	979	dev	0.856651376146789
birnn	SST-2	980	dev	0.8577981651376146
birnn	SST-2	981	dev	0.8612385321100917
birnn	SST-2	982	dev	0.8658256880733946
